City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
288,bedesa,8.9,40.7833,24.95,41,96,1.07,ET,1708417041
289,arraial do cabo,-22.9661,-42.0278,19.98,100,100,0.0,BR,1708417213
290,puerto ayora,-0.7393,-90.3518,24.75,98,100,0.89,EC,1708417213
291,crestview,30.7621,-86.5705,6.6,84,0,1.54,US,1708417214
292,cole harbour,44.6724,-63.4751,-8.29,67,18,3.12,CA,1708417215
293,soe,-9.8607,124.284,26.7,65,84,3.14,ID,1708417215
294,katsuren-haebaru,26.3369,127.8719,25.22,75,100,4.12,JP,1708417216
295,suva,-18.1416,178.4415,24.71,100,75,1.03,FJ,1708417217
296,penon blanco,24.7897,-104.0369,14.17,36,0,1.67,MX,1708417218
297,kandiaro,27.0601,68.2091,29.43,11,0,2.33,PK,1708417220
298,el calafate,-50.3408,-72.2768,13.22,85,72,3.66,AR,1708417221
299,klyuchi,52.2667,79.1667,-20.98,81,6,2.73,RU,1708417222
300,childersburg,33.2782,-86.355,6.7,93,100,0.0,US,1708417223
301,kristiansund,63.1115,7.732,4.36,70,75,2.06,NO,1708417224
302,sudak,44.85,34.9667,3.19,63,93,1.87,UA,1708417225
303,cabedelo,-6.9811,-34.8339,25.37,82,78,1.97,BR,1708417226
304,goz beida,13.95,20.55,28.46,9,10,6.65,TD,1708417228
305,outokumpu,62.7269,29.0159,-5.06,92,100,3.63,FI,1708417229
306,rhinelander,45.6366,-89.4121,-2.16,74,0,2.57,US,1708417011
307,laojunmiao,39.8333,97.7333,-10.01,56,100,4.76,CN,1708416968
308,ceeldheer,3.8488,47.1806,29.98,46,60,7.49,SO,1708417231
309,qamdo,31.1667,97.2333,1.09,29,100,6.74,CN,1708417232
310,kavieng,-2.5744,150.7967,28.69,78,85,4.11,PG,1708417233
311,saint-joseph,-21.3667,55.6167,29.21,80,41,6.77,RE,1708417234
312,ippy,6.2679,21.2247,32.73,13,90,3.38,CF,1708417235
313,chulakkurgan,43.765,69.1814,-1.53,48,95,2.21,KZ,1708417236
314,fort mcmurray,56.7268,-111.381,-14.23,78,0,1.03,CA,1708417237
315,chibougamau,49.9168,-74.3659,-26.21,76,100,0.0,CA,1708417238
316,mil'kovo,55.6078,37.7956,-6.48,93,98,3.63,RU,1708417238
317,malango,-2.9627,119.9001,25.88,87,90,0.93,ID,1708417239
318,talara,-4.5772,-81.2719,25.04,85,100,3.1,PE,1708417240
319,hermanus,-34.4187,19.2345,24.19,63,39,6.12,ZA,1708417241
320,aurora,39.7294,-104.8319,6.85,42,0,5.66,US,1708416960
321,bologoye,57.8799,34.1068,-7.75,86,96,3.92,RU,1708417242
322,poronaysk,49.2167,143.1167,-18.9,80,81,2.4,RU,1708417243
323,saldanha,-33.0117,17.9442,22.03,79,56,3.44,ZA,1708417243
324,kargasok,59.0556,80.8572,-18.35,76,17,4.92,RU,1708417244
325,fort bragg,35.139,-79.006,4.9,83,0,0.89,US,1708417244
326,skeldon,5.8833,-57.1333,23.63,88,100,2.67,GY,1708417245
327,arteche,12.2645,125.4048,26.98,70,77,4.28,PH,1708417246
328,coquimbo,-29.9533,-71.3436,16.85,94,40,2.06,CL,1708417246
329,alavus,62.5833,23.6167,-0.37,97,100,3.08,FI,1708417248
330,pisco,-13.7,-76.2167,24.03,83,20,1.03,PE,1708417248
331,moree,-29.4667,149.85,31.07,33,64,2.5,AU,1708417249
332,okhotsk,59.3833,143.3,-26.78,84,62,4.91,RU,1708417249
333,griffith,41.5284,-87.4237,1.96,85,0,0.0,US,1708417250
334,caleta de carquin,-11.0925,-77.6267,23.74,83,95,2.82,PE,1708417039
335,zelenogorskiy,55.0333,87.0,-19.39,82,6,1.26,RU,1708417251
336,madera,37.1666,-119.8343,11.22,85,78,2.82,US,1708417081
337,cienfuegos,22.1461,-80.4356,14.08,100,0,1.54,CU,1708417252
338,shanga,11.2106,4.5788,29.06,11,37,3.54,NG,1708417253
339,yakeshi,49.2833,120.7333,-24.25,92,99,6.7,CN,1708416964
340,pankovka,58.5,31.1999,-6.05,85,100,4.05,RU,1708417254
341,popondetta,-8.7537,148.2534,26.09,93,93,1.02,PG,1708417255
342,mount isa,-20.7333,139.5,32.87,46,40,2.57,AU,1708417255
343,ambovombe,-25.1667,46.0833,27.41,54,3,3.33,MG,1708416957
344,necochea,-38.5473,-58.7368,17.17,88,0,3.3,AR,1708417257
345,damaturu,11.747,11.9608,28.21,11,7,4.25,NG,1708417257
346,shushenskoye,53.325,91.9356,-22.27,85,98,0.69,RU,1708417258
347,nadi,-17.8,177.4167,28.0,89,75,2.06,FJ,1708417258
348,rio grande,-32.035,-52.0986,19.41,78,16,4.0,BR,1708417259
349,carbonear,47.7332,-53.2148,-3.09,85,70,9.07,CA,1708417260
350,zyryanovsk,49.7386,84.2719,-25.37,85,7,0.76,KZ,1708417260
351,ati,13.2154,18.3353,30.88,9,9,5.87,TD,1708417261
352,vidyayevo,69.3191,32.8049,-8.47,73,63,5.14,RU,1708417261
353,qarazhal,48.0078,70.7903,-18.8,68,4,6.56,KZ,1708417262
354,perugorria,-29.3413,-58.6106,20.8,85,0,2.76,AR,1708417263
355,monte alegre,-2.0078,-54.0692,23.33,78,99,1.16,BR,1708417263
356,floro,61.5996,5.0328,5.98,87,75,7.2,NO,1708417264
357,zyryanskoye,56.8306,86.6258,-19.48,79,60,0.56,RU,1708417265
358,hirara,24.8,125.2833,25.15,83,75,6.17,JP,1708417265
359,mount pearl,47.5166,-52.7813,-3.81,90,75,8.75,CA,1708417091
360,karratha,-20.7377,116.8463,34.09,47,76,6.93,AU,1708417032
361,jackson,42.4165,-122.8345,10.58,84,40,3.13,US,1708417267
362,al jawf,29.5,38.75,12.35,57,0,1.67,SA,1708417268
363,bakanas,44.8081,76.2772,-15.12,47,100,5.42,KZ,1708417268
364,bloomington,44.8408,-93.2983,3.18,65,40,4.12,US,1708417269
365,thames,-37.1333,175.5333,17.37,71,0,2.52,NZ,1708417270
366,pastavy,55.1168,26.8326,-1.81,93,100,5.75,BY,1708417270
367,llanes,43.4198,-4.7549,11.15,65,15,1.6,ES,1708417271
368,kruisfontein,-34.0033,24.7314,29.94,30,21,2.63,ZA,1708417272
369,chui,-33.6971,-53.4616,19.55,89,1,2.13,UY,1708417272
370,lihue,21.9789,-159.3672,22.77,66,100,5.14,US,1708417273
371,machico,32.7,-16.7667,17.62,75,40,6.69,PT,1708417274
372,sosnovo-ozerskoye,52.5249,111.5418,-20.29,74,40,6.46,RU,1708417275
373,sheridan,44.8333,-106.9173,2.39,74,0,1.54,US,1708417078
374,carnarvon,-24.8667,113.6333,31.05,51,100,9.36,AU,1708417276
375,gizo,-8.103,156.8419,28.11,82,100,6.37,SB,1708417279
376,nikolayevsk-on-amure,53.1406,140.73,-24.16,75,29,6.29,RU,1708417280
377,lata,40.1629,-8.3327,9.95,71,0,1.93,PT,1708417281
378,crane,31.3974,-102.3501,13.58,39,9,3.23,US,1708417281
379,les anglais,18.3054,-74.2197,23.4,83,0,1.29,HT,1708417282
380,severo-yeniseyskiy,60.3725,93.0408,-21.9,84,100,4.02,RU,1708417283
381,priargunsk,50.3691,119.1012,-22.78,85,2,2.53,RU,1708417284
382,cabo san lucas,22.8909,-109.9124,21.4,54,0,0.45,MX,1708417284
383,belfast,54.5833,-5.9333,10.9,84,100,8.75,GB,1708417086
384,soio,-6.1349,12.3689,25.8,84,100,3.71,AO,1708417286
385,east london,-33.0153,27.9116,27.52,69,20,7.72,ZA,1708417286
386,south hedland,-20.4089,118.5983,32.96,66,78,8.23,AU,1708417287
387,merizo village,13.2658,144.6691,27.31,84,39,8.31,GU,1708417288
388,tanjung pandan,-2.75,107.65,29.65,72,87,3.21,ID,1708417288
389,thunder bay,48.4001,-89.3168,-7.01,68,100,1.54,CA,1708417230
390,dudinka,69.4058,86.1778,-16.85,95,100,11.18,RU,1708417290
391,mao,39.8885,4.2658,13.31,71,20,2.57,ES,1708417290
392,champerico,14.3,-91.9167,26.26,74,11,1.78,GT,1708417291
393,puerto baquerizo moreno,-0.9,-89.6,25.67,86,100,4.03,EC,1708417291
394,kerikeri,-35.2268,173.9474,19.3,88,66,1.43,NZ,1708417292
395,marsh harbour,26.5412,-77.0636,20.18,68,92,9.38,BS,1708417293
396,stephenville,32.2207,-98.2023,12.44,81,0,0.0,US,1708417261
397,ain el bya,35.8039,-0.3018,12.16,84,0,0.76,DZ,1708417294
398,tofol,5.3248,163.0078,28.58,80,100,5.73,FM,1708417295
399,san jose de jachal,-30.2406,-68.7469,24.58,49,69,0.92,AR,1708417295
400,al mawsil al jadidah,36.3346,43.0978,13.99,65,10,3.11,IQ,1708417296
401,petropavl,54.8753,69.1628,-23.01,70,0,5.0,KZ,1708417296
402,polyarnyy,69.1989,33.4478,-5.86,66,89,9.25,RU,1708417025
403,chulym,55.0997,80.9572,-20.66,85,33,1.34,RU,1708417298
404,smithers,54.7804,-127.1743,-0.82,86,100,0.0,CA,1708417298
405,sisimiut,66.9395,-53.6735,-13.65,94,78,6.2,GL,1708417300
406,flying fish cove,-10.4217,105.6791,29.82,70,92,3.6,CX,1708417300
407,fisterra,42.9049,-9.2629,13.77,79,99,3.76,ES,1708417301
408,yelwa,8.8333,9.6333,30.68,13,0,2.03,NG,1708417302
409,ternate,0.8,127.4,27.84,80,94,4.29,ID,1708417302
410,borogontsy,62.6683,131.1683,-33.32,96,100,1.96,RU,1708417303
411,hithadhoo,-0.6,73.0833,28.33,81,100,5.05,MV,1708417303
412,i-n-salah,27.1935,2.4607,17.3,38,0,9.71,DZ,1708417304
413,villa huidobro,-34.8383,-64.5869,19.08,69,29,2.91,AR,1708417305
414,libreville,0.3925,9.4537,28.74,78,100,3.07,GA,1708417305
415,baglung,28.2719,83.5898,21.97,32,86,1.71,NP,1708417306
416,hargeysa,9.56,44.065,24.24,45,12,5.18,SO,1708417307
417,novyy urgal,51.0736,132.5642,-23.37,73,82,4.16,RU,1708417307
418,amahai,-3.3333,128.9167,29.03,73,82,0.37,ID,1708417308
419,huilong,31.8111,121.655,7.35,90,100,5.8,CN,1708417309
420,freetown,8.484,-13.2299,25.84,89,20,1.54,SL,1708417309
421,queenstown,-31.8976,26.8753,30.76,23,0,2.39,ZA,1708417142
422,buyeo,36.2819,126.9125,6.9,86,100,7.22,KR,1708417311
423,platteville,42.7342,-90.4785,2.44,64,0,3.6,US,1708417311
424,kununurra,-15.7667,128.7333,26.99,94,75,2.06,AU,1708417312
425,balezino,57.9796,53.0106,-9.37,92,98,3.39,RU,1708417313
426,forster,-32.1667,152.5167,22.94,85,76,3.28,AU,1708417314
427,ust'-ilimsk,58.0006,102.6619,-18.85,91,100,4.46,RU,1708417315
428,weno,7.4515,151.8468,27.97,69,40,6.69,FM,1708417315
429,saint-pierre,-21.3393,55.4781,29.82,66,40,12.35,RE,1708417316
430,sitka,57.0531,-135.33,5.94,87,100,3.09,US,1708417317
431,chanute,37.6792,-95.4572,0.06,80,0,0.0,US,1708417317
432,carutapera,-1.195,-46.02,24.89,87,99,4.01,BR,1708417026
433,basco,20.4487,121.9702,25.35,78,77,9.62,PH,1708417319
434,koysinceq,36.0821,44.6278,11.91,63,15,1.93,IQ,1708417319
435,richards bay,-28.783,32.0377,29.32,60,10,1.64,ZA,1708417320
436,avanigadda,16.0215,80.9181,32.19,35,6,5.08,IN,1708417321
437,kertih,4.5141,103.4483,31.01,70,40,3.09,MY,1708417039
438,labytnangi,66.6572,66.4183,-10.36,87,79,8.26,RU,1708417322
439,selebi-phikwe,-21.979,27.8498,27.55,48,5,4.7,BW,1708417323
440,port douglas,-16.4833,145.4667,27.94,78,100,3.9,AU,1708417323
441,kirakira,-10.4544,161.9205,27.77,85,100,2.37,SB,1708417324
442,mont-dore,-22.2833,166.5833,25.99,85,86,5.07,NC,1708417325
443,zaysan,47.4667,84.8667,-23.86,91,82,1.85,KZ,1708417326
444,filadelfia,39.9523,-75.1638,-1.08,56,0,4.63,US,1708417268
445,leava,-14.3,-178.1667,28.78,80,100,6.65,WF,1708417328
446,recani,31.2846,-4.2688,14.06,36,100,1.61,MA,1708417328
447,hajipur,25.6833,85.2167,33.99,24,20,4.12,IN,1708417329
448,'ali al gharbi,32.4633,46.6864,19.1,41,34,3.25,IQ,1708417330
449,yarmouth,41.7057,-70.2286,-1.13,59,0,7.6,US,1708417330
450,tadine,-21.55,167.8833,26.07,86,42,7.82,NC,1708417332
451,kattivakkam,13.2167,80.3167,31.17,56,0,5.34,IN,1708417333
452,caravaggio,45.4989,9.6405,13.5,82,31,0.49,IT,1708417334
453,colonia,50.9333,6.95,8.31,89,75,1.54,DE,1708417334
454,zhongshu,24.5167,103.7667,23.65,17,0,11.53,CN,1708417335
455,upata,8.0086,-62.3989,22.33,96,100,1.15,VE,1708417337
456,tazacorte,28.629,-17.9293,17.54,77,75,4.12,ES,1708417337
457,altai,46.3722,96.2583,-21.21,81,15,1.52,MN,1708417338
458,fairbanks,64.8378,-147.7164,-1.0,70,75,3.6,US,1708417339
459,pangkalpinang,-2.1333,106.1333,29.37,75,96,3.27,ID,1708417340
460,arar,30.9753,41.0381,14.01,47,0,4.63,SA,1708417341
461,merritt,50.1123,-120.7942,0.74,95,100,0.45,CA,1708417342
462,nasiriyah,31.0521,46.261,21.08,32,6,3.1,IQ,1708417343
463,keflavik,64.0049,-22.5624,2.24,87,20,4.12,IS,1708417344
464,chabahar,25.2919,60.643,23.72,48,0,5.61,IR,1708417344
465,igarka,67.4667,86.5833,-14.79,93,100,8.29,RU,1708417345
466,torghay,49.6339,63.4981,-16.94,72,57,4.73,KZ,1708417346
467,inhambane,-23.865,35.3833,28.99,54,40,5.66,MZ,1708417346
468,pitogo,13.7847,122.0881,29.81,59,48,3.95,PH,1708417347
469,marion,39.7684,-86.1555,1.4,85,0,2.57,US,1708417348
470,papao,-17.75,-149.55,28.82,82,100,3.1,PF,1708417348
471,kaplice,48.7385,14.4963,6.22,86,100,2.65,CZ,1708417349
472,safonovo,55.15,33.2167,-7.84,91,100,4.47,RU,1708417350
473,coahuayana de hidalgo,18.7,-103.6583,20.82,83,1,1.29,MX,1708417350
474,broken hill,-31.95,141.4333,33.19,12,100,6.39,AU,1708417345
475,ca mau,9.1769,105.15,33.47,43,21,4.65,VN,1708417352
476,yima,34.7381,111.8839,-5.49,92,100,9.62,CN,1708417353
477,mweka,-4.85,21.5667,28.67,61,96,1.69,CD,1708417354
478,tidjikja,18.5564,-11.4271,17.07,28,0,7.74,MR,1708417354
479,kadnikov,59.5022,40.338,-11.77,93,91,4.17,RU,1708417355
480,kolonia,50.9333,6.95,8.31,89,75,1.54,DE,1708417356
481,kas,36.2018,29.6377,15.22,58,100,1.93,TR,1708417356
482,myeik,12.4333,98.6,29.8,54,38,4.56,MM,1708417357
483,antofagasta,-23.65,-70.4,20.84,79,47,0.35,CL,1708417216
484,banda aceh,5.5577,95.3222,28.03,79,87,3.11,ID,1708417358
485,zheshart,62.0731,49.5733,-7.08,85,100,5.55,RU,1708417359
486,mount carmel,38.4109,-87.7614,1.62,72,100,1.98,US,1708417360
487,genhe,50.7833,121.5167,-19.36,77,61,4.88,CN,1708417360
488,markovo,57.3206,107.0881,-19.85,92,100,5.09,RU,1708417361
489,prata,-19.3072,-48.9242,20.08,98,100,2.87,BR,1708417361
490,mendoza,-32.8908,-68.8272,22.74,64,0,1.03,AR,1708417257
491,tralee,52.2704,-9.7026,12.14,87,100,7.72,IE,1708417363
492,glen innes,-29.7333,151.7333,17.03,86,97,2.2,AU,1708417363
493,bairnsdale,-37.8333,147.6167,23.92,67,94,2.24,AU,1708417364
494,amga,60.8953,131.9608,-28.01,93,100,2.65,RU,1708417365
495,kwadukuza,-29.3282,31.2895,25.94,67,13,3.04,ZA,1708417365
496,vanino,49.0869,140.2543,-18.37,65,46,5.94,RU,1708417366
497,bol,13.4586,14.7147,24.92,35,19,4.73,TD,1708417367
498,port isabel,26.0734,-97.2086,15.01,91,0,2.57,US,1708417142
499,kapuskasing,49.4169,-82.4331,-25.95,83,0,1.54,CA,1708417368
500,lukovit,43.2,24.1667,5.7,71,100,0.63,BG,1708417369
501,cidreira,-30.1811,-50.2056,21.93,75,88,0.97,BR,1708417369
502,phan thiet,10.9333,108.1,30.36,57,100,4.77,VN,1708417370
503,shadegan,30.6497,48.6647,19.97,30,0,3.89,IR,1708417371
504,bouarfa,32.53,-1.95,8.85,57,100,2.38,MA,1708417371
505,nassau,40.7507,-73.5829,-1.29,56,0,3.09,US,1708417373
506,kolonia town,6.964,158.206,28.0,83,100,4.63,FM,1708417373
507,kudymkar,59.0173,54.656,-9.23,92,94,4.11,RU,1708417374
508,pizarro,4.9533,-77.366,25.33,93,99,2.83,CO,1708417374
509,toledo,39.8333,-4.0,9.49,55,0,1.11,ES,1708417375
510,holualoa,19.6228,-155.9522,21.91,72,100,0.0,US,1708417376
511,nuku'alofa,-21.1333,-175.2,26.19,94,40,4.63,TO,1708417377
512,le puy-en-velay,45.0437,3.8852,5.41,87,88,3.27,FR,1708417377
513,mahanje,-9.9333,35.3333,25.61,71,57,1.52,TZ,1708417378
514,tarrafal,15.2833,-23.7667,24.44,75,0,6.28,CV,1708417379
515,batticaloa,7.7102,81.6924,28.17,70,24,4.37,LK,1708417379
516,ibiza,38.9088,1.433,13.22,89,0,0.51,ES,1708417380
517,luau,-10.7073,22.2247,21.52,85,55,0.45,AO,1708417381
518,dolinsk,47.35,142.8,-9.04,90,100,3.68,RU,1708417381
519,harstad,68.799,16.5293,-0.34,96,100,4.92,NO,1708417382
520,kiunga,-6.1219,141.2906,26.37,88,99,1.11,PG,1708417383
521,pudasjarvi,65.3833,26.9167,-2.02,92,100,3.45,FI,1708417388
522,rawson,-43.3002,-65.1023,20.79,58,91,8.92,AR,1708417389
523,oranjemund,-28.55,16.4333,20.73,77,60,3.37,NA,1708417389
524,nova xavantina,-14.6667,-52.35,22.69,98,100,1.77,BR,1708417390
525,ta`u,-14.2336,-169.5144,28.52,79,100,7.62,AS,1708417391
526,portland,45.5234,-122.6762,7.94,88,75,4.63,US,1708416816
527,zaozersk,69.4005,32.4476,-8.93,77,79,3.39,RU,1708417392
528,alliance,40.9153,-81.1059,-2.06,83,29,2.4,US,1708417393
529,loreto,22.2667,-101.9667,13.43,25,0,1.74,MX,1708417394
530,kaohsiung,22.6163,120.3133,28.05,71,20,7.2,TW,1708417322
531,arkalyk,50.2486,66.9114,-18.15,72,66,6.58,KZ,1708417395
532,banff,51.1762,-115.5698,-1.43,68,100,2.06,CA,1708417395
533,villa regina,-39.1,-67.0667,26.66,20,100,0.89,AR,1708417396
534,prabuty,53.755,19.2055,5.77,91,100,2.24,PL,1708417397
535,at taj,24.2049,23.2857,15.61,31,100,5.9,LY,1708417397
536,seaside,36.6111,-121.8516,14.76,83,0,5.36,US,1708417230
537,ardabil,38.2498,48.2933,3.75,60,40,4.12,IR,1708417145
538,roccella ionica,38.322,16.4009,13.87,73,100,3.94,IT,1708417399
539,bollnas,61.3482,16.3946,-5.29,97,65,1.32,SE,1708417372
540,bambanglipuro,-7.95,110.2833,30.18,72,84,3.06,ID,1708417401
541,vernon,50.2581,-119.2691,3.12,93,100,1.03,CA,1708417215
542,timberlake,37.3207,-79.2575,1.34,71,0,2.06,US,1708417402
543,lewistown,40.5992,-77.5714,-4.59,100,12,1.61,US,1708417403
544,illapel,-31.6308,-71.1653,18.05,85,100,1.54,CL,1708417403
545,dali,25.7,100.1833,18.74,28,10,6.3,CN,1708417405
546,rongelap,11.1635,166.8941,26.65,84,98,8.26,MH,1708417405
547,changtu,42.7788,124.0955,-11.42,43,100,4.98,CN,1708417406
548,cariamanga,-4.3333,-79.55,12.34,98,100,1.37,EC,1708417407
549,cedartown,34.0537,-85.255,4.84,68,36,0.71,US,1708417407
550,kavaratti,10.5669,72.642,28.49,69,8,3.49,IN,1708417408
551,chiguayante,-36.9167,-73.0167,13.29,94,100,1.03,CL,1708417408
552,bubaque,11.2833,-15.8333,25.74,71,85,5.04,GW,1708417409
553,layyah,30.9613,70.939,23.64,17,3,3.35,PK,1708417410
554,mejit,10.2753,170.8646,27.11,83,77,7.55,MH,1708417410
555,itoman,26.1247,127.6694,25.22,83,20,6.17,JP,1708417411
556,mattanur,11.9167,75.5833,35.98,36,3,4.08,IN,1708417412
557,ulsteinvik,62.3432,5.8487,7.5,83,100,4.96,NO,1708417413
558,culiacan,24.7994,-107.3897,17.24,43,0,2.08,MX,1708416862
559,ad-damazin,11.7891,34.3592,31.06,18,9,3.73,SD,1708417414
560,aberystwyth,52.4155,-4.0829,9.84,87,100,6.47,GB,1708417415
561,mahajanga,-15.7167,46.3167,32.01,66,20,2.57,MG,1708417415
562,zuunmod,47.7069,106.9528,-25.43,87,2,1.8,MN,1708417416
563,fortuna,40.5982,-124.1573,11.19,94,100,5.14,US,1708417417
564,remire-montjoly,4.9167,-52.2667,26.02,83,75,2.57,GF,1708417418
565,neiafu,-18.65,-173.9833,27.5,85,100,6.75,TO,1708417418
566,potam,27.6,-110.3833,17.01,42,1,2.27,MX,1708417419
567,namdrik,5.5994,168.1028,28.08,82,100,6.28,MH,1708417420
568,zavodskoy,43.4597,132.2922,-7.23,34,92,4.0,RU,1708417420
569,kurmuk,10.55,34.2833,34.45,13,54,2.34,SD,1708417421
570,kibre mengist,5.8833,38.9833,27.33,31,68,3.12,ET,1708417422
571,guajara mirim,-10.7828,-65.3394,23.36,97,100,1.12,BR,1708417422
572,luorong,24.4058,109.6086,29.65,53,100,8.78,CN,1708417423
573,ostrov,57.3439,28.3537,-2.15,83,100,4.22,RU,1708417423
574,troitskoye,52.9821,84.6757,-19.51,84,59,2.1,RU,1708417424
575,beltran,-27.8291,-64.061,21.54,57,11,2.11,AR,1708417425
576,turpan,42.9333,89.1667,-1.06,17,100,0.97,CN,1708417425
577,turkmenbasy,40.0222,52.9552,3.43,56,75,6.17,TM,1708417426
